task,representation,model,input_tokens,output_tokens,cost_usd,latency_s,parse_ok,reported,truth,count_error,matched,precision,recall,f1,rule_accuracy,fix_validity
m1_multi_012,json,mock_empty,756,5,0.0,0.0,True,0,10,-10,0,0.0,0.0,0.0,0.0,0.0
m1_multi_012,clustered,mock_empty,857,5,0.0,0.001,True,0,10,-10,0,0.0,0.0,0.0,0.0,0.0
m1_multi_012,signature,mock_empty,567,5,0.0,0.0,True,0,10,-10,0,0.0,0.0,0.0,0.0,0.0
m1_multi_013,raw,mock_empty,51680,5,0.0,0.02,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_013,json,mock_empty,821,5,0.0,0.0,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_013,clustered,mock_empty,1537,5,0.0,0.001,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_013,signature,mock_empty,485,5,0.0,0.0,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_014,raw,mock_empty,51680,5,0.0,0.021,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_014,json,mock_empty,847,5,0.0,0.0,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_014,clustered,mock_empty,1563,5,0.0,0.001,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_014,signature,mock_empty,511,5,0.0,0.0,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_015,raw,mock_empty,54205,5,0.0,0.022,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_015,json,mock_empty,1506,5,0.0,0.001,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_015,clustered,mock_empty,1697,5,0.0,0.001,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_015,signature,mock_empty,782,5,0.0,0.0,True,0,25,-25,0,0.0,0.0,0.0,0.0,0.0
m1_multi_016,raw,mock_empty,54205,5,0.0,0.021,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_016,json,mock_empty,1446,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_016,clustered,mock_empty,2837,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_016,signature,mock_empty,485,5,0.0,0.0,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_017,raw,mock_empty,54205,5,0.0,0.022,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_017,json,mock_empty,1472,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_017,clustered,mock_empty,2863,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_017,signature,mock_empty,511,5,0.0,0.0,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_018,raw,mock_empty,59255,5,0.0,0.024,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_018,json,mock_empty,2756,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_018,clustered,mock_empty,3097,5,0.0,0.001,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_018,signature,mock_empty,782,5,0.0,0.0,True,0,50,-50,0,0.0,0.0,0.0,0.0,0.0
m1_multi_019,raw,mock_empty,69355,5,0.0,0.028,True,0,100,-100,0,0.0,0.0,0.0,0.0,0.0
m1_multi_019,json,mock_empty,5256,5,0.0,0.002,True,0,100,-100,0,0.0,0.0,0.0,0.0,0.0
m1_multi_019,clustered,mock_empty,5897,5,0.0,0.002,True,0,100,-100,0,0.0,0.0,0.0,0.0,0.0
m1_multi_019,signature,mock_empty,782,5,0.0,0.0,True,0,100,-100,0,0.0,0.0,0.0,0.0,0.0
m1_multi_020,raw,mock_empty,89555,5,0.0,0.037,True,0,200,-200,0,0.0,0.0,0.0,0.0,0.0
m1_multi_020,json,mock_empty,10256,5,0.0,0.004,True,0,200,-200,0,0.0,0.0,0.0,0.0,0.0
m1_multi_020,clustered,mock_empty,11497,5,0.0,0.005,True,0,200,-200,0,0.0,0.0,0.0,0.0,0.0
m1_multi_020,signature,mock_empty,782,5,0.0,0.0,True,0,200,-200,0,0.0,0.0,0.0,0.0,0.0
m1_multi_021,raw,mock_empty,252475,5,0.0,0.104,True,0,1000,-1000,0,0.0,0.0,0.0,0.0,0.0
m1_multi_021,json,mock_empty,50916,5,0.0,0.018,True,0,1000,-1000,0,0.0,0.0,0.0,0.0,0.0
m1_multi_021,clustered,mock_empty,56960,5,0.0,0.022,True,0,1000,-1000,0,0.0,0.0,0.0,0.0,0.0
m1_multi_021,signature,mock_empty,831,5,0.0,0.0,True,0,1000,-1000,0,0.0,0.0,0.0,0.0,0.0
m1_space_001,raw,mock_empty,49256,5,0.0,0.021,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_001,json,mock_empty,221,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_001,clustered,mock_empty,289,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_001,signature,mock_empty,306,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_002,raw,mock_empty,49256,5,0.0,0.02,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_002,json,mock_empty,247,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_002,clustered,mock_empty,315,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
m1_space_002,signature,mock_empty,332,5,0.0,0.0,True,0,1,-1,0,0.0,0.0,0.0,0.0,0.0
